web-scraper-order,web-scraper-start-url,title,title-href,link,link-href
"1590502152-2568","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=26","Coronavirus crisis proves 'net neutrality' was a mistake, repeal was right move","https://www.allsides.com/news/2020-05-03-1942/coronavirus-crisis-proves-net-neutrality-was-mistake-repeal-was-right-move","Read full story","https://www.foxbusiness.com/technology/coronavirus-net-neutrality-grover-norquist"
"1590502525-2646","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=21","CBS Reportedly Caught Creating Fake News at Michigan Coronavirus Testing Site","https://www.allsides.com/news/2020-05-07-0651/cbs-reportedly-caught-creating-fake-news-michigan-coronavirus-testing-site","Read full story","https://townhall.com/tipsheet/leahbarkoukis/2020/05/07/cbs-caught-creating-fake-news-at-michigan-coronavirus-testing-site-n2568366"
"1590502083-2555","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=27","Trump rips George W. Bush's call to end partisanship amid coronavirus","https://www.allsides.com/news/2020-05-03-0825/trump-rips-george-w-bushs-call-end-partisanship-amid-coronavirus","Read full story","https://www.washingtontimes.com/news/2020/may/3/donald-trump-rips-george-w-bush-call-end-partisans/"
"1590496441-1394","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=101","Inside China’s campaign to blame the U.S. for the coronavirus pandemic","https://www.allsides.com/news/2020-03-15-1612/inside-china-s-campaign-blame-us-coronavirus-pandemic","Read full story","https://www.marketwatch.com/story/inside-chinas-campaign-to-blame-the-us-for-the-coronavirus-pandemic-2020-03-15"
"1590501228-2382","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=38","U.S. Weekly Jobless Claims: 4.4 Million","https://www.allsides.com/news/2020-04-23-0700/us-weekly-jobless-claims-44-million","Read full story","https://www.breitbart.com/economy/2020/04/23/u-s-weekly-jobless-claims-4-4-million/"
"1590498428-1834","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=73","Will coronavirus survive airborne? Are young people safe? Do face masks protect me? Are men more likely to die? Burning questions on COVID-19","https://www.allsides.com/news/2020-03-31-1620/will-coronavirus-survive-airborne-are-young-people-safe-do-face-masks-protect","Read full story","https://www.marketwatch.com/story/is-coronavirus-airborne-will-it-live-in-my-bathroom-is-it-ok-to-fly-or-eat-out-are-men-more-susceptible-busting-myths-and-confirming-facts-of-covid-19-2020-03-12?mod=home-page"
"1590499910-2115","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=54","An Easter People, Now More Than Ever","https://www.allsides.com/news/2020-04-12-0810/easter-people-now-more-ever","Read full story","https://www.nationalreview.com/2020/04/an-easter-people-now-more-than-ever/"
"1590498459-1840","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=72","IHME Model Estimates 93,765 U.S. Coronavirus Deaths","https://www.allsides.com/news/2020-04-02-0656/ihme-model-estimates-93765-us-coronavirus-deaths","Read full story","https://www.breitbart.com/politics/2020/04/01/ihme-model-estimates-93765-coronavirus-deaths/"
"1590496482-1409","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=100","Why the Government Should Not Impose Price Controls","https://www.allsides.com/news/2020-03-16-0619/why-government-should-not-impose-price-controls","Read full story","https://www.nationalreview.com/2020/03/coronavirus-outbreak-government-should-not-set-price-controls/"
"1590503361-2835","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=10","This is how fast Americans are spending their stimulus checks — and here’s a breakdown of what they’re buying","https://www.allsides.com/news/2020-05-15-1336/how-fast-americans-are-spending-their-stimulus-checks-and-here-s-breakdown-what","Read full story","https://www.marketwatch.com/story/this-is-how-fast-americans-are-spending-their-stimulus-checks-and-heres-a-breakdown-of-what-theyre-buying-2020-05-15?mod=home-page"
"1590495694-1217","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=112","Mortgage rates fall to all-time low amid coronavirus concerns — here’s why you should think twice about waiting to refinance","https://www.allsides.com/news/2020-03-05-1712/mortgage-rates-fall-all-time-low-amid-coronavirus-concerns-here-s-why-you","Read full story","https://www.marketwatch.com/story/mortgage-rates-fall-to-all-time-low-amid-coronavirus-concerns-heres-why-americans-may-not-take-advantage-of-them-2020-03-05?mod=home-page"
"1590496148-1319","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=105","Coronavirus prevention tips: How to stop touching your face","https://www.allsides.com/news/2020-03-12-1012/coronavirus-prevention-tips-how-stop-touching-your-face","Read full story","https://www.foxnews.com/health/coronavirus-prevention-tips-how-to-stop-touching-your-face"
"1590496521-1418","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=99","Mitt Romney calls for U.S. to give $1,000 to every American adult to bolster economy amid COVID-19 emergency","https://www.allsides.com/news/2020-03-16-1311/mitt-romney-calls-us-give-1000-every-american-adult-bolster-economy-amid-covid","Read full story","https://www.theblaze.com/news/mitt-romney-calls-for-u-s-to-give-1-000-to-every-american-adult-to-bolster-economy-amid-covid-19-emergency"
"1590503395-2847","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=10","House Democrats pass doomed $3T coronavirus relief bill","https://www.allsides.com/news/2020-05-16-0859/house-democrats-pass-doomed-3t-coronavirus-relief-bill","Read full story","https://nypost.com/2020/05/15/house-democrats-pass-doomed-3t-coronavirus-relief-bill/"
"1590500967-2330","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=41","WaPo Butchers Democrats' Hold-Up of Paycheck Protection Funding","https://www.allsides.com/news/2020-04-21-0813/wapo-butchers-democrats-hold-paycheck-protection-funding","Read full story","https://townhall.com/tipsheet/reaganmccarthy/2020/04/21/wapo-butchers-dems-punt-on-ppp-n2567303"
"1590501915-2524","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=29","Don’t Blame Bleachgate","https://www.allsides.com/news/2020-05-01-0714/don-t-blame-bleachgate","Read full story","https://www.nationalreview.com/2020/05/donald-trump-weak-poll-numbers-dont-blame-bleachgate/?itm_campaign=headline-testing-donald-trump-weak-poll-numbers-dont-blame-bleachgate&itm_medium=headline&itm_source=nationalreview&itm_content=It%20Wasn%E2%80%99t%20Bleachgate%3A%20Why%20Trump%20Is%20Falling%20in%20the%20Polls&itm_term=It%20Wasn%E2%80%99t%20Bleachgate%3A%20Why%20Trump%20Is%20Falling%20in%20the%20Polls"
"1590503166-2769","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=14","NY Gov. Cuomo Bizarrely Calls COVID-19 a ‘European Virus’","https://www.allsides.com/news/2020-05-13-1444/ny-gov-cuomo-bizarrely-calls-covid-19-european-virus","Read full story","https://thenationalpulse.com/coronavirus/cuomo-calls-it-european-virus/"
"1590495606-1191","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=114","Pence: Democrats, Republicans Must Come Together To Battle Coronavirus, Set Politics Aside","https://www.allsides.com/news/2020-03-01-1351/pence-democrats-republicans-must-come-together-battle-coronavirus-set-politics","Read full story","https://www.oann.com/pence-democrats-republicans-must-come-together-to-battle-coronavirus-set-politics-aside/"
"1590503965-2973","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=2","Americans use their $1,200 stimulus checks to splurge at Walmart, Target and Best Buy — here’s what they’re buying","https://www.allsides.com/news/2020-05-22-0606/americans-use-their-1200-stimulus-checks-splurge-walmart-target-and-best-buy","Read full story","https://www.marketwatch.com/story/americans-spent-their-stimulus-checks-on-discretionary-goods-such-as-bikes-video-games-and-clothes-target-and-walmart-ceos-say-2020-05-20"
"1590503796-2944","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=5","California Begins Distributing COVID-19 Aid to Illegal Immigrants","https://www.allsides.com/news/2020-05-20-1142/california-begins-distributing-covid-19-aid-illegal-immigrants","Read full story","https://www.theepochtimes.com/money-for-illegal-immigrants-in-california-starts-being-distributed_3354975.html"
"1590497577-1668","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=83","Pelosi Coronavirus Plan: Nationwide Ballot Harvesting for 2020 Election","https://www.allsides.com/news/2020-03-25-1031/pelosi-coronavirus-plan-nationwide-ballot-harvesting-2020-election","Read full story","https://www.breitbart.com/politics/2020/03/23/pelosi-coronavirus-plan-nationwide-ballot-harvesting-for-2020-election/"
"1590503840-2953","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=4","'Chris Cuomo took a less safe version': McEnany pushes back on criticisms of Trump's use of hydroxychloroquine","https://www.allsides.com/news/2020-05-20-1906/chris-cuomo-took-less-safe-version-mcenany-pushes-back-criticisms-trumps-use","Read full story","https://www.washingtonexaminer.com/news/chris-cuomo-took-a-less-safe-version-mcenany-pushes-back-on-criticisms-of-trumps-use-of-hydroxychloroquine"
"1590498336-1816","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=74","Difficult Days Ahead: My Pillow CEO Joins Trump at White House, Calling Americans to Turn to God and the Bible","https://www.allsides.com/news/2020-03-31-0718/difficult-days-ahead-my-pillow-ceo-joins-trump-white-house-calling-americans","Read full story","https://www1.cbn.com/cbnnews/us/2020/march/difficult-days-ahead-my-pillow-ceo-joins-trump-at-white-house-calling-americans-to-turn-to-god-and-the-bible"
"1590495997-1281","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=108","How coronavirus could cost Trump his base — or turn him into a Republican champion for Democrats’ programs","https://www.allsides.com/news/2020-03-11-0910/how-coronavirus-could-cost-trump-his-base-or-turn-him-republican-champion","Read full story","https://www.marketwatch.com/story/how-coronavirus-could-cost-trump-his-base-or-turn-him-into-a-republican-champion-for-democrats-programs-2020-03-10"
"1590503260-2799","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=12","Holding the Chinese Communist Party Accountable for Its Response to the COVID-19 Outbreak","https://www.allsides.com/news/2020-05-14-1626/holding-chinese-communist-party-accountable-its-response-covid-19-outbreak","Read full story","https://www.heritage.org/asia/report/holding-the-chinese-communist-party-accountable-its-response-the-covid-19-outbreak"
"1590495408-1142","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=118","Don’t buy the media hype over the new China virus","https://www.allsides.com/news/2020-01-24-1935/don-t-buy-media-hype-over-new-china-virus","Read full story","https://nypost.com/2020/01/23/dont-buy-the-media-hype-over-the-new-china-virus/"
"1590497696-1693","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=82","Hawley and Stefanik Introduce Resolution to Investigate Chinese Government","https://www.allsides.com/news/2020-03-25-1941/hawley-and-stefanik-introduce-resolution-investigate-chinese-government","Read full story","https://townhall.com/tipsheet/reaganmccarthy/2020/03/25/hawley-and-stefanik-introduce-bill-to-hold-china-accountable-n2565655"
"1590495767-1233","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=111","Stock exchange halts trading after steep losses due to coronavirus","https://www.allsides.com/news/2020-03-09-0724/stock-exchange-halts-trading-after-steep-losses-due-coronavirus","Read full story","https://www.washingtontimes.com/news/2020/mar/9/stock-exchange-halts-trading-after-steep-losses-du/"
"1590503406-2850","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=10","Murky prospects for further pandemic relief as economy suffers record hits to output and retail sales","https://www.allsides.com/news/2020-05-16-0950/murky-prospects-further-pandemic-relief-economy-suffers-record-hits-output-and","Read full story","https://www.washingtonexaminer.com/news/murky-prospects-for-further-pandemic-relief-as-economy-suffers-record-hits-to-output-and-retail-sales"
"1590495722-1225","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=112","Why don’t we panic about climate change like we do coronavirus?","https://www.allsides.com/news/2020-03-07-1229/why-don-t-we-panic-about-climate-change-we-do-coronavirus","Read full story","https://www.marketwatch.com/story/why-dont-we-panic-about-climate-change-like-we-do-coronavirus-2020-03-06"
"1590503875-2958","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=3","CBS Called Out For False Claim About Why Trump Will Stop Taking HCQ","https://www.allsides.com/news/2020-05-21-0641/cbs-called-out-false-claim-about-why-trump-will-stop-taking-hcq","Read full story","https://townhall.com/tipsheet/leahbarkoukis/2020/05/21/cbs-gets-key-part-of-story-about-trump-taking-hcq-wrong-n2569215"
"1590502596-2663","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=20","Gold prices find little support as investors parse historic U.S. jobs report for April","https://www.allsides.com/news/2020-05-08-0822/gold-prices-find-little-support-investors-parse-historic-us-jobs-report-april","Read full story","https://www.marketwatch.com/story/gold-trades-flat-but-on-pace-for-weekly-gain-as-investors-await-jobs-report-2020-05-08?mod=mw_latestnews"
"1590496319-1359","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=103","Biohackers Are on a Secret Hunt for the Coronavirus Vaccine","https://www.allsides.com/news/2020-03-14-0651/biohackers-are-secret-hunt-coronavirus-vaccine","Read full story","https://reason.com/video/biohackers-are-on-a-secret-hunt-for-the-coronavirus-vaccine/"
"1590497707-1697","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=82","Senate Unanimously Passes Bipartisan Wuhan Coronavirus Relief Package. Here's What That Means For You.","https://www.allsides.com/news/2020-03-25-2107/senate-unanimously-passes-bipartisan-wuhan-coronavirus-relief-package-heres","Read full story","https://townhall.com/tipsheet/bethbaumann/2020/03/25/senate-unanimously-passes-bipartisan-wuhan-coronavirus-relief-package-heres-wha-n2565763"
"1590500387-2208","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=48","Trump Guidelines to Reopen Economy Will Let States Decide: ‘The Buck Stops with the Governors’","https://www.allsides.com/news/2020-04-16-1531/trump-guidelines-reopen-economy-will-let-states-decide-buck-stops-governors","Read full story","https://www.nationalreview.com/news/trump-guidelines-to-reopen-economy-will-let-states-decide-the-buck-stops-with-the-governors/"
"1590498284-1799","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=75","Did Nancy Pelosi hide $25 million for congressional pay raises in the House coronavirus stimulus bill?","https://www.allsides.com/news/2020-03-30-1616/did-nancy-pelosi-hide-25-million-congressional-pay-raises-house-coronavirus","Read full story","https://checkyourfact.com/2020/03/30/fact-check-nancy-pelosi-congressional-pay-raises-house-coronavirus-stimulus-package/"
"1590503711-2931","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=6","How Long Can Public Schools Operate This Way?","https://www.allsides.com/news/2020-05-19-1423/how-long-can-public-schools-operate-way","Read full story","https://www.nationalreview.com/2020/05/coronavirus-homeschooling-how-long-can-public-schools-operate-this-way/"
"1590496717-1453","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=97","New York Times Authors Deceptively Edit Trump’s Advice to Governors on Medical Ventilators","https://www.allsides.com/news/2020-03-17-1833/new-york-times-authors-deceptively-edit-trump-s-advice-governors-medical","Read full story","https://www.breitbart.com/the-media/2020/03/16/new-york-times-authors-deceptively-edit-trumps-advice-to-governors-on-medical-ventilators/"
"1590499172-1978","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=63","Trump, Biden Talk By Phone About Coronavirus","https://www.allsides.com/news/2020-04-06-1913/trump-biden-talk-phone-about-coronavirus","Read full story","https://www.dailywire.com/news/trump-biden-talk-by-phone-about-coronavirus"
"1590496961-1513","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=93","GOP hopes Trump can stick to new persona as crisis unfolds","https://www.allsides.com/news/2020-03-20-0616/gop-hopes-trump-can-stick-new-persona-crisis-unfolds","Read full story","https://www.washingtonexaminer.com/news/campaigns/gop-hopes-trump-can-stick-to-new-persona-as-crisis-unfolds"
"1590503501-2880","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=8","Illinois governor adds jail time as potential penalty for business owners who defy stay-at-home order","https://www.allsides.com/news/2020-05-18-0930/illinois-governor-adds-jail-time-potential-penalty-business-owners-who-defy","Read full story","https://www.theblaze.com/news/illinois-governor-jail-time-lockdown-order"
"1590503457-2868","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=9","McCarthy: Democrats Are Using Coronavirus as ‘Opportunity to Enforce Their Socialism’","https://www.allsides.com/news/2020-05-18-0703/mccarthy-democrats-are-using-coronavirus-opportunity-enforce-their-socialism","Read full story","https://www.breitbart.com/clips/2020/05/18/mccarthy-democrats-are-using-coronavirus-as-opportunity-to-enforce-their-socialism/"
"1590496889-1491","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=95","China knew for years bats caused disease, left wild animal markets open","https://www.allsides.com/news/2020-03-18-1746/china-knew-years-bats-caused-disease-left-wild-animal-markets-open","Read full story","https://www.washingtontimes.com/news/2020/mar/18/china-knew-years-bats-caused-disease-yet-left-wild/"
"1590500334-2196","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=49","Sources believe coronavirus outbreak originated in Wuhan lab as part of China's efforts to compete with US","https://www.allsides.com/news/2020-04-16-0559/sources-believe-coronavirus-outbreak-originated-wuhan-lab-part-chinas-efforts","Read full story","https://www.foxnews.com/politics/coronavirus-wuhan-lab-china-compete-us-sources"
"1590497507-1649","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=84","Class-action suit seeks to bill China for coronavirus fallout: 'We want the court to make them pay'","https://www.allsides.com/news/2020-03-25-0654/class-action-suit-seeks-bill-china-coronavirus-fallout-we-want-court-make-them","Read full story","https://www.foxnews.com/politics/class-action-suit-seeks-to-make-china-pay"
"1590500301-2187","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=49","How This Pandemic Proves the Wisdom of the Founders","https://www.allsides.com/news/2020-04-15-1455/how-pandemic-proves-wisdom-founders","Read full story","https://thedispatch.com/p/how-this-pandemic-proves-the-wisdom"
"1590497341-1612","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=87","'Where's Tony Fauci?' White House coronavirus expert is missing from briefing for second day after letting rip at Trump in interview and claiming he has to tell the President things FOUR times","https://www.allsides.com/news/2020-03-24-0537/wheres-tony-fauci-white-house-coronavirus-expert-missing-briefing-second-day","Read full story","https://www.dailymail.co.uk/news/article-8144949/Where-Dr-Fauci-White-House-Coronavirus-expert-missing-briefing-second-day.html"
"1590498265-1795","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=76","‘We can get through this’: How to manage your mental health during the coronavirus pandemic","https://www.allsides.com/news/2020-03-30-1549/we-can-get-through-how-manage-your-mental-health-during-coronavirus-pandemic","Read full story","https://www.marketwatch.com/story/we-can-get-through-this-how-to-manage-your-mental-health-during-the-coronavirus-pandemic-2020-03-30"
"1590502704-2679","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=19","COVID-19 Conspiracists and Their Discontents","https://www.allsides.com/news/2020-05-09-1017/covid-19-conspiracists-and-their-discontents","Read full story","https://quillette.com/2020/05/07/covid-19-conspiracists-and-their-discontents/"
"1590501319-2401","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=37","House Dems Call for Inspector General Review of Reassignment of Vaccine Expert","https://www.allsides.com/news/2020-04-23-1905/house-dems-call-inspector-general-review-reassignment-vaccine-expert","Read full story","https://ijr.org/dems-review-removal-official-developing-coronavirus-vaccine/"
"1590495580-1184","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=114","Fighting Coronavirus Means ‘Keeping Sick People Out,’ Homeland Security Chief Says","https://www.allsides.com/news/2020-02-29-1515/fighting-coronavirus-means-keeping-sick-people-out-homeland-security-chief-says","Read full story","https://www.dailysignal.com/2020/02/29/fighting-coronavirus-means-keeping-sick-people-out-homeland-security-chief-says/"
"1590502340-2606","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=23","Trump administration in talks over potentially winding down coronavirus task force","https://www.allsides.com/news/2020-05-05-1551/trump-administration-talks-over-potentially-winding-down-coronavirus-task-force","Read full story","https://www.foxnews.com/politics/trump-administration-potentially-wind-down-coronavirus-task-force"
"1590500629-2261","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=45","How the Media Completely Blew the Trump Ventilator Story","https://www.allsides.com/news/2020-04-20-0743/how-media-completely-blew-trump-ventilator-story","Read full story","https://www.nationalreview.com/2020/04/coronavirus-response-ventilators-trump-administration-handled-potential-shortage-deftly/"
"1590501124-2361","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=39","Earth Day Turns 50","https://www.allsides.com/news/2020-04-22-1035/earth-day-turns-50","Read full story","https://reason.com/2020/04/22/earth-day-turns-50/"
"1590495781-1235","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=111","‘Coronavirus’ has been heard at least 9,000 times in earnings updates","https://www.allsides.com/news/2020-03-09-1406/coronavirus-has-been-heard-least-9000-times-earnings-updates","Read full story","https://www.marketwatch.com/story/coronavirus-has-been-heard-at-least-9000-times-in-earnings-updates-2020-03-09?mod=home-page"
"1590497758-1708","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=81","Jobless claims spike to 3.28 million as coronavirus impact spreads","https://www.allsides.com/news/2020-03-26-0705/jobless-claims-spike-328-million-coronavirus-impact-spreads","Read full story","https://www.washingtontimes.com/news/2020/mar/26/jobless-claims-spike-328-million-coronavirus-impac/"
"1590498557-1861","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=71","Free speech group: U. California system cannot ban term ‘Chinese virus’","https://www.allsides.com/news/2020-04-01-1612/free-speech-group-u-california-system-cannot-ban-term-chinese-virus","Read full story","https://www.thecollegefix.com/free-speech-group-u-california-system-cannot-ban-term-chinese-virus/"
"1590502426-2625","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=22","Are We Done with China Now?","https://www.allsides.com/news/2020-05-06-1359/are-we-done-china-now","Read full story","https://www.nationalreview.com/2020/05/are-we-done-with-china-now/"
"1590498440-1837","https://www.allsides.com/topics/coronavirus?search=coronavirus&page=73","House Republicans Push Bill To Take Back the $25 Million Kennedy Center Received in Coronavirus Bill","https://www.allsides.com/news/2020-03-31-2055/house-republicans-push-bill-take-back-25-million-kennedy-center-received","Read full story","https://www.westernjournal.com/house-republicans-push-bill-take-back-25-million-kennedy-center-received-coronavirus-bill/"
